x,y,text,lang
-26.468822,-6.3000903,"""considerably""",ko
-21.887552,-11.389317,"""on one hand""",ko
-31.774916,8.74639,"""in the end""",ko
-14.355073,8.721876,"""toward""",ko
-31.463093,-11.039563,"""continuously""",ko
-3.4989097,29.127125,"""of""",ko
-27.317678,-35.961254,"""for a long time""",ko
-42.123642,-23.876272,"""without disturbing""",ko
-22.392298,-4.9735227,"""famous for""",ko
-11.684747,5.863913,"""underneath""",ko
-26.821085,-4.090218,"""quickly""",ko
-5.3336644,7.7732534,"""to the right""",ko
-28.13946,-15.496118,"""surprisingly""",ko
-12.744135,-5.9343038,"""through""",ko
-9.094403,14.448432,"""like""",ko
-21.007812,-8.419931,"""each""",ko
-35.07141,-19.6018,"""instead of""",ko
-28.245722,-14.292608,"""excluding""",ko
-38.03998,-11.045947,"""combined with""",ko
-8.779459,-6.47669,"""far from""",ko
-18.784643,-2.2429044,"""often""",ko
-33.539978,-19.054827,"""instead""",ko
-35.43555,-27.605827,"""without fail""",ko
-2.866153,25.266977,"""with/by""",ko
-27.317678,-35.961254,"""for a long time""",ko
-12.685616,-8.6953535,"""not at all""",ko
-37.489048,-8.467805,"""decisively""",ko
-6.3888335,-6.050804,"""with women""",ko
-26.937145,-20.546894,"""across""",ko
-22.813046,-0.600748,"""specifically""",ko
-24.325628,-24.078453,"""nearby""",ko
-3.0438466,15.524096,"""only""",ko
-26.55669,-0.1985342,"""exactly""",ko
-22.840303,-20.101162,"""below""",ko
-29.060642,4.845165,"""irrespective of""",ko
-33.315655,-15.507984,"""as an alternative""",ko
-19.070198,-5.715999,"""due to this""",ko
-27.061518,-9.445139,"""in opinion""",ko
-38.768803,-19.854185,"""as a prerequisite""",ko
-24.71195,-7.764855,"""in the middle""",ko
-7.503921,-14.035113,"""regardless""",ko
-8.521011,9.479124,"""as a measure""",ko
-18.404337,-10.80709,"""afterwards""",ko
-0.36986738,15.623498,"""during""",ko
-2.765131,12.601144,"""from""",ko
-22.378551,-2.3130512,"""worthily""",ko
-14.985493,-16.49398,"""around""",ko
-46.279274,-18.185633,"""when confused""",ko
-26.66333,-2.664562,"""urgently""",ko
-21.565876,-14.046516,"""on the foundation of""",ko
-4.3871064,30.324362,"""is""",ko
-1.8965949,11.208788,"""to (person)""",ko
-16.094385,-8.980756,"""at least""",ko
-32.39313,-9.01941,"""fundamentally""",ko
-24.977982,-11.077067,"""in some respect""",ko
-1.7847569,0.813364,"""in fact""",ko
-8.521614,4.940992,"""before""",ko
-22.809387,4.320004,"""to the maximum""",ko
-9.339537,13.837654,"""like""",ko
-23.043928,-10.9721365,"""based on""",ko
-5.9739103,17.620096,"""upwards""",ko
-23.93843,-7.8495955,"""in the center""",ko
-22.321724,-17.549253,"""therefore""",ko
-60.550232,-2.8026366,"""backward""",ko
-20.075293,-16.623177,"""at a location""",ko
-7.2484436,14.14155,"""as""",ko
-24.3042,-20.814596,"""downwards""",ko
-24.141897,-25.814848,"""near""",ko
-7.0353947,7.7037363,"""beside""",ko
-25.31729,-16.200207,"""on the other hand""",ko
-32.387386,-3.303142,"""suddenly""",ko
-34.66789,-9.520106,"""relatively""",ko
-17.782087,-6.5005493,"""after""",ko
-13.961661,-3.7495618,"""separately""",ko
-30.515265,-6.221304,"""in a way""",ko
-35.649,-24.14452,"""above the torso""",ko
-30.217806,-3.1705804,"""like this""",ko
-40.376667,-14.827153,"""depending on the case""",ko
-4.259411,0.54287577,"""simultaneously""",ko
-26.682234,-28.044525,"""as if""",ko
-40.429768,-8.063426,"""expanded to""",ko
-21.50564,19.50267,"""firstly""",ko
-9.130963,1.1946132,"""consequently""",ko
-5.473325,29.88601,"""this""",ko
-31.414824,9.852652,"""first and foremost""",ko
-15.342048,-15.71057,"""around""",ko
-18.499447,3.6669421,"""because of""",ko
-24.97161,-2.4566352,"""comfortably""",ko
-34.937366,-25.691013,"""first half""",ko
-5.2344375,-3.3390152,"""even if""",ko
-35.203266,-9.198286,"""relatively""",ko
-17.023165,-13.004184,"""continuously""",ko
-3.805005,11.892031,"""at/from""",ko
-29.719957,-25.321737,"""in groups""",ko
-25.183395,1.1398385,"""clearly""",ko
-18.618137,4.842614,"""due to""",ko
-6.149394,25.725086,"""accordingly""",ko
-1.112985,14.640187,"""while""",ko
2.738471,6.2059693,"""on the contrary""",ko
46.097794,16.625921,"""in the situation""",en
47.23878,-0.7162135,"""mostly""",en
51.46487,21.824768,"""when necessary""",en
63.82135,2.993454,"""going forward""",en
69.735596,-14.375561,"""over""",en
61.376648,0.31714606,"""in turn""",en
67.31302,-15.698236,"""to""",en
25.021574,4.4876566,"""distinctly""",en
55.76453,8.245715,"""in relation to this""",en
55.470444,1.205157,"""inside of""",en
26.233685,10.866802,"""between""",en
79.785,-1.1310259,"""compared to that""",en
67.05359,-9.994113,"""based on""",en
59.69512,-8.058328,"""along""",en
53.525085,-3.0313928,"""regarding""",en
81.13771,-12.269108,"""each other""",en
44.640743,7.5040493,"""escaping from""",en
57.6987,-0.16997512,"""inside""",en
41.130898,-2.199657,"""traditionally""",en
46.389328,12.925176,"""in contrast""",en
45.77711,10.432085,"""as a result""",en
34.24607,-4.6177254,"""safely""",en
71.85191,0.22909825,"""reminding""",en
64.51541,11.913927,"""without exception""",en
54.552586,17.671747,"""on the opposite side""",en
19.833164,27.48862,"""encouraging""",en
47.95993,17.029947,"""from the perspective""",en
46.718132,19.213112,"""at the top""",en
50.234295,-7.153347,"""instead of""",en
55.084713,3.241062,"""in front of""",en
76.57541,-9.916117,"""about""",en
57.89204,13.757635,"""for example""",en
41.802883,17.8505,"""don’t forget to""",en
81.03753,-6.4450026,"""acting upon""",en
56.488922,14.766674,"""depending on circumstances""",en
73.943825,-14.366859,"""and""",en
37.654255,-2.7718115,"""extremely""",en
75.769554,3.2830694,"""second half""",en
79.40299,2.195382,"""because of""",en
73.943825,-14.366859,"""and""",en
16.195732,-27.059525,"""until""",en
72.26676,-2.233637,"""within""",en
66.280975,3.0546956,"""toward the other""",en
65.06254,-1.2881016,"""above all""",en
49.931087,3.981848,"""firstly""",en
47.46491,11.328199,"""in response""",en
78.06176,-12.547409,"""through""",en
55.829845,12.329863,"""by group""",en
52.27038,10.085854,"""in any case""",en
53.066322,-0.66116077,"""regardless of""",en
76.57541,-9.916117,"""about""",en
60.152264,-11.390377,"""down""",en
65.1262,-12.564647,"""together""",en
40.276707,0.9999792,"""especially""",en
53.764416,18.864853,"""on the side of""",en
71.39195,4.699322,"""as well as""",en
68.87574,4.849156,"""little by little""",en
45.66043,-5.9525385,"""famously""",en
64.98578,-1.9700468,"""above all""",en
58.411564,-0.19139224,"""inside""",en
79.01094,-3.0115447,"""at the same time""",en
52.31071,-0.8801891,"""regardless of""",en
35.676678,-7.4763865,"""almost""",en
67.26752,-5.320029,"""around""",en
39.838516,1.8079453,"""especially""",en
62.552197,6.2520323,"""with men""",en
42.09932,-8.1533785,"""accurately""",en
70.612274,-6.251503,"""behind""",en
2.7926998,-7.839672,"""besides""",en
81.87658,-4.604992,"""before and after""",en
62.7133,14.199695,"""beyond expectations""",en
74.696014,-3.3185375,"""if instead""",en
20.958609,30.507593,"""even""",en
62.351437,-4.2452564,"""closely""",en
70.15859,-13.221472,"""by""",en
67.05359,-9.994113,"""based on""",en
67.31302,-15.698236,"""to""",en
-24.90957,9.03938,"""typically""",en
53.538826,14.879828,"""to the left""",en
58.402187,-11.580813,"""above""",en
63.904263,-9.573153,"""like that""",en
75.29526,0.16071004,"""considerably""",en
57.225727,17.749058,"""on one hand""",en
44.51324,17.50793,"""in the end""",en
73.60207,-9.4689245,"""toward""",en
44.38144,-4.6522155,"""continuously""",en
19.43747,29.828886,"""of""",en
59.32232,9.7777605,"""for a long time""",en
66.73732,9.778422,"""without disturbing""",en
81.46585,-0.5344656,"""famous for""",en
72.41308,-4.6909604,"""underneath""",en
47.12224,5.7688956,"""quickly""",en
52.49451,14.734883,"""to the right""",en
44.865566,5.7761674,"""surprisingly""",en
78.06176,-12.547409,"""through""",en
62.904835,-12.729582,"""like""",en
18.273773,29.823788,"""each""",en
50.234295,-7.153347,"""instead of""",en
45.472668,-16.666866,"""excluding""",en
85.01901,-6.871995,"""combined with""",en
75.62131,-6.925455,"""far from""",en
30.972572,-5.954524,"""often""",en
49.427498,-9.021273,"""instead""",en
65.47076,10.859516,"""without fail""",en
69.23484,-0.23947278,"""with/by""",en
59.32232,9.7777605,"""for a long time""",en
67.62189,3.3593621,"""not at all""",en
32.5024,3.0786264,"""decisively""",en
62.669895,7.0068493,"""with women""",en
58.256966,-7.1267676,"""across""",en
42.922417,-2.5725133,"""specifically""",en
53.61213,-11.331196,"""nearby""",en
70.269455,-4.4518,"""only""",en
41.212868,-10.170654,"""exactly""",en
72.15252,-7.263508,"""below""",en
51.243572,0.595387,"""irrespective of""",en
43.835712,11.033831,"""as an alternative""",en
82.95335,-8.731453,"""due to this""",en
48.956017,9.677385,"""in opinion""",en
26.427055,4.1467113,"""as a prerequisite""",en
45.088238,15.774957,"""in the middle""",en
52.408516,-2.653763,"""regardless""",en
52.598713,6.900078,"""as a measure""",en
58.581852,-3.9611895,"""afterwards""",en
56.6045,-5.947678,"""during""",en
78.894424,-10.3719425,"""from""",en
76.64504,-3.3155932,"""worthily""",en
67.26752,-5.320029,"""around""",en
49.69516,14.59809,"""when confused""",en
47.257484,4.3024135,"""urgently""",en
52.614952,20.190437,"""on the foundation of""",en
12.421611,33.07415,"""is""",en
26.632994,-5.2091103,"""to (person)""",en
77.07924,-1.4211352,"""at least""",en
-45.99123,13.24065,"""fundamentally""",en
49.752346,11.998579,"""in some respect""",en
49.261837,8.334291,"""in fact""",en
70.89075,-7.9196916,"""before""",en
50.019737,16.373598,"""to the maximum""",en
62.904835,-12.729582,"""like""",en
66.37297,-8.992616,"""based on""",en
58.168636,3.4420173,"""upwards""",en
46.072792,14.831836,"""in the center""",en
82.959274,-6.0705914,"""therefore""",en
59.738716,3.0382018,"""backward""",en
53.480804,7.3613796,"""at a location""",en
64.09174,-15.91109,"""as""",en
58.705296,4.190657,"""downwards""",en
53.91134,-12.296884,"""near""",en
69.466255,-8.439146,"""beside""",en
56.017258,18.890509,"""on the other hand""",en
27.131268,-2.5205123,"""suddenly""",en
34.99931,7.7752647,"""relatively""",en
72.29464,-9.933778,"""after""",en
32.010395,-5.2220793,"""separately""",en
51.46297,9.208905,"""in a way""",en
38.794407,15.944072,"""above the torso""",en
80.58117,-9.622691,"""like this""",en
51.49314,17.321918,"""depending on the case""",en
30.00308,-24.387566,"""simultaneously""",en
78.58424,-6.347118,"""as if""",en
41.710457,8.372514,"""expanded to""",en
49.76129,3.32289,"""firstly""",en
44.521008,3.2792804,"""consequently""",en
76.3722,-15.11776,"""this""",en
51.881912,3.6639748,"""first and foremost""",en
67.26752,-5.320029,"""around""",en
79.40299,2.195382,"""because of""",en
47.282085,-3.837053,"""comfortably""",en
74.78264,4.0650373,"""first half""",en
79.23523,-7.310909,"""even if""",en
34.735474,7.1889806,"""relatively""",en
44.879314,-4.2009106,"""continuously""",en
67.816376,0.39333823,"""at/from""",en
54.907024,11.723299,"""in groups""",en
68.60183,-3.246615,"""clearly""",en
36.82759,-6.182731,"""due to""",en
45.63433,-0.43374795,"""accordingly""",en
74.91695,-12.082265,"""while""",en
50.27769,18.997566,"""on the contrary""",en
8.164718,-26.737617,"""in the situation""",es
-4.403418,-16.702888,"""mostly""",es
0.7520031,-37.021164,"""when necessary""",es
18.894714,-8.988878,"""going forward""",es
23.900229,11.8534975,"""over""",es
30.299826,-10.434814,"""in turn""",es
14.461351,35.179497,"""to""",es
-10.740868,-21.959955,"""distinctly""",es
6.8188014,-31.03635,"""in relation to this""",es
26.893,-20.57489,"""inside of""",es
14.32759,31.647474,"""between""",es
9.022024,-30.53842,"""compared to that""",es
21.197277,-15.419824,"""based on""",es
7.872114,-18.332415,"""along""",es
38.7903,-5.9608507,"""regarding""",es
15.401976,-5.9056163,"""each other""",es
14.479955,-18.247774,"""escaping from""",es
24.662218,-19.837955,"""inside""",es
29.847412,-16.415422,"""traditionally""",es
10.061316,-27.864353,"""in contrast""",es
16.2477,5.235922,"""as a result""",es
25.040976,-2.6978436,"""safely""",es
18.455534,-19.020733,"""reminding""",es
22.95122,-0.6583653,"""without exception""",es
2.6645617,-23.948946,"""on the opposite side""",es
5.99735,-6.174415,"""encouraging""",es
19.96377,-23.254719,"""from the perspective""",es
7.5708995,-23.726814,"""at the top""",es
11.713074,-21.843449,"""instead of""",es
13.712052,-12.829605,"""in front of""",es
11.049629,-17.423803,"""about""",es
-3.1204653,-18.101633,"""for example""",es
12.477562,-4.6952147,"""don’t forget to""",es
17.203753,-20.41516,"""acting upon""",es
1.2523923,-38.678143,"""depending on circumstances""",es
68.60447,-19.91607,"""and""",es
20.696753,-28.681816,"""extremely""",es
-2.307663,-11.113078,"""second half""",es
28.614819,-12.941388,"""because of""",es
68.60447,-19.91607,"""and""",es
4.985181,-4.7022834,"""until""",es
27.25347,-19.82593,"""within""",es
16.933903,-5.2823343,"""toward the other""",es
6.532868,-38.251324,"""above all""",es
12.496652,-25.981813,"""firstly""",es
3.9294538,-31.001173,"""in response""",es
7.175929,0.8819585,"""through""",es
19.030542,-1.7003603,"""by group""",es
13.415912,-28.478197,"""in any case""",es
29.341757,0.8398124,"""regardless of""",es
23.73664,11.241347,"""about""",es
4.408502,-12.642783,"""down""",es
14.721529,-9.734777,"""together""",es
38.005093,0.38845968,"""especially""",es
4.3592076,-23.700703,"""on the side of""",es
-13.114706,-31.989946,"""as well as""",es
23.431221,-15.24035,"""little by little""",es
9.14497,-7.6661134,"""famously""",es
7.110416,-37.99994,"""above all""",es
25.633919,-19.241804,"""inside""",es
-6.0010843,-35.99344,"""at the same time""",es
29.341757,0.8398124,"""regardless of""",es
19.541313,-5.7995005,"""almost""",es
55.665066,-8.735465,"""around""",es
38.005093,0.38845968,"""especially""",es
37.882614,-18.643766,"""with men""",es
10.358506,-31.638987,"""accurately""",es
14.658901,-15.289744,"""behind""",es
7.2575097,-9.221207,"""besides""",es
12.135838,-9.694371,"""before and after""",es
2.9194038,-37.533962,"""beyond expectations""",es
21.285313,-17.71584,"""if instead""",es
47.538902,-15.878794,"""even""",es
3.4859927,-4.1037073,"""closely""",es
65.91303,-20.155626,"""by""",es
21.197277,-15.419824,"""based on""",es
14.461351,35.179497,"""to""",es
-18.91062,-25.909782,"""typically""",es
14.473651,-0.6308944,"""to the left""",es
12.822995,-16.691069,"""above""",es
-11.52828,-30.90031,"""like that""",es
49.16987,-2.2451992,"""considerably""",es
3.4593809,-20.630665,"""on one hand""",es
70.080444,-2.4879234,"""in the end""",es
22.146797,-6.9004736,"""toward""",es
10.138772,-4.3694644,"""continuously""",es
66.71113,-21.123425,"""of""",es
-4.6553264,-37.387924,"""for a long time""",es
28.33885,-1.4482061,"""without disturbing""",es
7.5600333,-40.147324,"""famous for""",es
5.6757965,-14.1266775,"""underneath""",es
-17.439697,-23.136398,"""quickly""",es
14.895917,-1.3252656,"""to the right""",es
25.76043,-26.646982,"""surprisingly""",es
8.742725,0.61354685,"""through""",es
59.079296,-18.153923,"""like""",es
18.171844,-11.957831,"""each""",es
11.713074,-21.843449,"""instead of""",es
44.44368,-17.183058,"""excluding""",es
30.319975,-20.314945,"""combined with""",es
12.958157,-15.641896,"""far from""",es
15.313605,-32.709015,"""often""",es
9.115125,-20.909504,"""instead""",es
24.353655,-1.6578221,"""without fail""",es
63.163273,-20.169983,"""with/by""",es
-4.6553264,-37.387924,"""for a long time""",es
22.733915,-3.7054145,"""not at all""",es
23.835672,-27.3521,"""decisively""",es
37.01697,-18.842422,"""with women""",es
8.742725,0.61354685,"""across""",es
-18.906878,-27.081799,"""specifically""",es
3.3583622,-5.1879344,"""nearby""",es
-2.0332346,-3.8347247,"""only""",es
40.945286,-9.354224,"""exactly""",es
6.2007723,-14.98754,"""below""",es
14.127506,-21.587881,"""irrespective of""",es
15.227949,5.6702175,"""as an alternative""",es
27.46776,-14.770423,"""due to this""",es
1.7892495,-32.289337,"""in opinion""",es
17.346178,7.08209,"""as a prerequisite""",es
5.219382,-24.28102,"""in the middle""",es
28.198723,1.0905313,"""regardless""",es
14.2716675,6.1623073,"""as a measure""",es
-9.468878,-27.676922,"""afterwards""",es
13.383727,-10.904616,"""during""",es
16.649605,28.182928,"""from""",es
25.192225,-23.881063,"""worthily""",es
55.07583,-8.295512,"""around""",es
-43.10637,-22.055742,"""when confused""",es
23.37893,-26.370386,"""urgently""",es
20.701595,-21.32056,"""on the foundation of""",es
16.27976,34.751114,"""is""",es
26.310667,-6.13524,"""to (person)""",es
33.74211,-9.611847,"""at least""",es
6.4985127,-0.9388505,"""fundamentally""",es
-1.791069,-29.563059,"""in some respect""",es
25.682093,-12.534872,"""in fact""",es
62.261066,-18.339193,"""before""",es
14.032252,-30.237999,"""to the maximum""",es
57.915993,-18.3104,"""like""",es
20.137316,-15.718807,"""based on""",es
21.54216,-10.323531,"""upwards""",es
3.8788676,-25.436514,"""in the center""",es
-3.7078109,-23.60504,"""therefore""",es
20.712812,-8.720056,"""backward""",es
7.4892197,-28.064,"""at a location""",es
58.84203,-19.334707,"""as""",es
20.632896,-10.283424,"""downwards""",es
9.647145,33.398926,"""near""",es
16.295347,-3.821947,"""beside""",es
2.625141,-20.647413,"""on the other hand""",es
-12.828634,-23.343367,"""suddenly""",es
-16.455303,-38.779423,"""relatively""",es
-9.468878,-27.676922,"""after""",es
9.301412,-11.827449,"""separately""",es
-1.9721248,-31.081867,"""in a way""",es
22.081589,-20.963507,"""above the torso""",es
-11.52828,-30.90031,"""like this""",es
0.053596735,-38.333836,"""depending on the case""",es
-15.16926,-24.071142,"""simultaneously""",es
57.222546,-19.83565,"""as if""",es
17.115465,-17.703539,"""expanded to""",es
11.880686,-25.765888,"""firstly""",es
2.4747424,-30.58323,"""consequently""",es
9.908688,34.52342,"""this""",es
9.44567,-9.029467,"""first and foremost""",es
35.212147,-13.552597,"""around""",es
28.614819,-12.941388,"""because of""",es
-9.330255,-19.92974,"""comfortably""",es
-1.9123589,-12.117123,"""first half""",es
24.836388,-8.752273,"""even if""",es
-16.455303,-38.779423,"""relatively""",es
10.138772,-4.3694644,"""continuously""",es
14.745602,33.231197,"""at/from""",es
2.246277,-29.290312,"""in groups""",es
-10.740868,-21.959955,"""clearly""",es
29.499765,-13.643289,"""due to""",es
-3.7078109,-23.60504,"""accordingly""",es
2.9266088,-10.064288,"""while""",es
0.80166775,-21.056147,"""on the contrary""",es
-53.43711,4.133986,"""in the situation""",zh
-32.844284,30.093458,"""mostly""",zh
-58.135395,8.992149,"""when necessary""",zh
-33.88326,33.22251,"""going forward""",zh
-55.837997,-1.0306674,"""over""",zh
-40.750134,0.010940535,"""in turn""",zh
-41.996666,25.252012,"""to""",zh
-42.940742,17.798376,"""distinctly""",zh
-48.42577,2.7393317,"""in relation to this""",zh
-54.070206,7.333259,"""inside of""",zh
-27.825344,26.010765,"""between""",zh
-48.21119,3.725975,"""compared to that""",zh
-28.70261,14.948978,"""based on""",zh
-50.29026,-4.920919,"""along""",zh
-33.672733,14.303556,"""regarding""",zh
-20.49369,32.868305,"""each other""",zh
-47.970966,20.806265,"""escaping from""",zh
-54.572685,7.8839016,"""inside""",zh
-48.69019,7.595066,"""traditionally""",zh
-23.13675,28.64678,"""in contrast""",zh
-24.795221,31.257254,"""as a result""",zh
-47.995426,17.174597,"""safely""",zh
-28.260721,35.355717,"""reminding""",zh
-27.97285,36.996544,"""without exception""",zh
-61.293056,3.038195,"""on the opposite side""",zh
-30.074615,34.279472,"""encouraging""",zh
-47.743393,25.369656,"""from the perspective""",zh
-61.028286,1.4796531,"""at the top""",zh
6.5284743,41.32592,"""instead of""",zh
-57.93221,2.6159992,"""in front of""",zh
5.933675,30.64306,"""about""",zh
-4.4016395,38.193916,"""for example""",zh
-39.098892,18.780024,"""don’t forget to""",zh
-52.451183,10.510498,"""acting upon""",zh
-45.77112,10.199665,"""depending on circumstances""",zh
5.0108395,37.031822,"""and""",zh
0.75868547,38.37648,"""extremely""",zh
-17.03957,32.237244,"""second half""",zh
-31.822012,15.967233,"""because of""",zh
5.0108395,37.031822,"""and""",zh
-32.017693,34.160873,"""until""",zh
-54.60088,2.926841,"""within""",zh
-44.916084,31.84268,"""toward the other""",zh
-24.925922,35.10059,"""above all""",zh
-28.792082,28.962116,"""firstly""",zh
-43.503044,13.584852,"""in response""",zh
-38.42874,29.28396,"""through""",zh
-40.213245,1.2669618,"""by group""",zh
-57.09971,12.223458,"""in any case""",zh
-30.028923,40.875645,"""regardless of""",zh
5.933675,30.64306,"""about""",zh
-65.11471,6.026779,"""down""",zh
-32.10287,18.43544,"""together""",zh
-24.980486,22.859072,"""especially""",zh
-59.35315,0.04349646,"""on the side of""",zh
-1.7671511,39.325134,"""as well as""",zh
-50.888737,21.544456,"""little by little""",zh
-50.95784,14.603896,"""famously""",zh
-24.925922,35.10059,"""above all""",zh
-32.7456,25.181341,"""inside""",zh
1.4792306,36.71221,"""at the same time""",zh
-32.47159,39.02473,"""regardless of""",zh
-31.50732,31.204744,"""almost""",zh
-54.045486,0.8371232,"""around""",zh
-24.642427,23.50911,"""especially""",zh
-45.217075,5.76669,"""with men""",zh
-44.22484,20.537634,"""accurately""",zh
-56.3379,2.4653854,"""behind""",zh
-30.320833,25.682379,"""besides""",zh
-37.7757,32.196476,"""before and after""",zh
-36.72113,42.86435,"""beyond expectations""",zh
-20.167404,26.07422,"""if instead""",zh
-29.327436,23.261726,"""even""",zh
-34.560307,25.145014,"""closely""",zh
-39.42049,28.677431,"""by""",zh
-27.44899,17.629622,"""based on""",zh
-41.996666,25.252012,"""to""",zh
-27.151247,23.00821,"""typically""",zh
-63.26691,19.809883,"""to the left""",zh
-56.948513,-0.9418188,"""above""",zh
-33.799232,19.933525,"""like that""",zh
-50.311337,18.550192,"""considerably""",zh
-25.062853,29.094353,"""on one hand""",zh
-29.472797,31.48381,"""in the end""",zh
-65.50248,8.252843,"""toward""",zh
-40.737755,15.294175,"""continuously""",zh
-1.2515304,28.104794,"""of""",zh
-45.215504,-1.259801,"""for a long time""",zh
-59.83556,9.2239065,"""without disturbing""",zh
-56.11991,-4.466446,"""famous for""",zh
-32.75112,22.177216,"""underneath""",zh
-45.49275,19.8423,"""quickly""",zh
-63.520645,19.183672,"""to the right""",zh
-53.87655,18.453253,"""surprisingly""",zh
-39.42049,28.677431,"""through""",zh
-36.138794,22.624092,"""like""",zh
-0.259088,35.5305,"""each""",zh
6.5284743,41.32592,"""instead of""",zh
-31.936893,27.043018,"""excluding""",zh
-35.72207,35.31547,"""combined with""",zh
-36.036404,42.296368,"""far from""",zh
-27.126713,25.062765,"""often""",zh
6.5284743,41.32592,"""instead""",zh
-37.80855,37.722507,"""without fail""",zh
-27.248962,20.043276,"""with/by""",zh
-45.27293,-0.630303,"""for a long time""",zh
-38.581154,35.930454,"""not at all""",zh
-47.83904,11.659764,"""decisively""",zh
-45.88487,5.47018,"""with women""",zh
-49.4216,-5.4977965,"""across""",zh
-45.662224,16.764109,"""specifically""",zh
3.125329,38.921326,"""nearby""",zh
3.0547373,34.29355,"""only""",zh
-45.561077,22.261341,"""exactly""",zh
-55.900505,0.8402199,"""below""",zh
-30.576796,39.556717,"""irrespective of""",zh
-19.756115,28.350248,"""as an alternative""",zh
-2.8253756,36.539944,"""due to this""",zh
-38.233776,8.35447,"""in opinion""",zh
-21.47928,27.43985,"""as a prerequisite""",zh
-60.419746,13.943769,"""in the middle""",zh
-32.022316,38.424484,"""regardless""",zh
-43.7655,7.3331375,"""as a measure""",zh
-30.168833,20.67702,"""afterwards""",zh
-55.543842,4.672496,"""during""",zh
-39.513046,25.246073,"""from""",zh
-50.203506,17.03484,"""worthily""",zh
-34.069412,27.086678,"""around""",zh
-57.275707,7.6563525,"""when confused""",zh
-46.754543,18.908905,"""urgently""",zh
-54.56117,-3.1933098,"""on the foundation of""",zh
4.819349,33.858486,"""is""",zh
-36.04972,15.650445,"""to (person)""",zh
-28.245195,31.485476,"""at least""",zh
-49.150227,8.649543,"""fundamentally""",zh
-56.412064,15.836897,"""in some respect""",zh
-25.066704,26.227207,"""in fact""",zh
